customer_id,age,gender,education,marital_status,income_clp,region,registration_date,total_purchases,total_spent_clp,online_purchases,store_purchases,complaints,satisfaction_score,last_purchase_days
C00244,52,Masculino,Universitaria,Soltero,682226.0,Biobío,2018-06-30,18,1226738,8,6,2,5.0,79
C00245,27,Masculino,Universitaria,Divorciado,1304006.0,Metropolitana,2024-10-17,13,624734,10,13,0,3.0,154
C00246,37,Femenino,Universitaria,Casado,1830123.0,Valparaíso,2022-01-27,12,841545,3,10,1,4.0,361
C00247,36,Masculino,Universitaria,Casado,1206768.0,Valparaíso,2020-07-02,18,1039651,4,9,1,1.0,347
C00248,34,Femenino,Universitaria,Divorciado,4362751.0,Valparaíso,2022-04-07,13,417661,6,9,0,5.0,158
C00249,63,Masculino,Media,Casado,566347.0,Metropolitana,2023-10-15,15,942899,8,3,1,4.0,75
C00250,46,Femenino,Técnica,Viudo,1932374.0,Biobío,2020-11-10,15,159412,6,7,2,3.0,55
C00251,26,Masculino,Media,Casado,1110222.0,Valparaíso,2022-06-24,3,557638,10,10,1,3.0,206
C00252,53,Masculino,Técnica,Soltero,1698398.0,Metropolitana,2024-08-28,8,1108697,3,4,2,4.0,215
C00253,67,Femenino,Técnica,Viudo,1463615.0,Araucanía,2022-06-27,20,1566766,12,8,1,3.0,9
C00254,54,Masculino,Media,Viudo,,Valparaíso,2022-05-02,22,1062375,9,3,0,3.0,106
C00255,23,Masculino,Técnica,Viudo,1330254.0,RM,2023-09-18,19,347380,7,9,0,4.0,318
C00256,36,Masculino,Media,Divorciado,520100.0,Biobío,2021-08-01,17,1486718,6,8,0,4.0,245
C00257,57,Masculino,Universitaria,Divorciado,1574256.0,Valparaíso,2020-04-01,15,403881,10,8,1,3.0,307
C00258,33,Masculino,Universitaria,Viudo,1372306.0,Valparaíso,2019-08-25,18,1156473,8,8,2,2.0,103
C00259,47,Femenino,Media,Divorciado,1599544.0,Araucanía,2022-06-09,9,412036,6,10,0,5.0,275
C00260,51,Femenino,Postgrado,Casado,1931843.0,Metropolitana,2020-02-24,19,503049,4,10,0,3.0,325
C00261,30,Masculino,Técnica,Divorciado,1415878.0,Metropolitana,2021-04-26,15,450700,11,6,0,4.0,338
C00262,41,Femenino,Técnica,Divorciado,1282693.0,Biobío,2019-11-02,20,869559,8,14,0,4.0,33
C00263,18,Masculino,Media,Viudo,807219.0,Araucanía,2021-06-20,18,711439,18,10,1,3.0,108
C00264,29,Masculino,Técnica,Soltero,870943.0,Metropolitana,2021-01-01,13,1085675,4,7,1,4.0,269
C00265,38,Femenino,Universitaria,Soltero,,Araucanía,2024-12-01,19,791105,6,9,0,4.0,73
C00266,27,Femenino,Universitaria,Soltero,2290276.0,Metropolitana,2023-06-21,21,321786,7,8,0,4.0,346
C00267,61,Masculino,Media,Casado,1078069.0,Araucanía,2025-02-21,17,943974,2,7,0,4.0,181
C00268,24,Femenino,Media,Divorciado,1225100.0,Biobío,2018-04-11,18,277914,6,12,0,,268
C00269,36,Masculino,Técnica,Soltero,798711.0,Valparaíso,2025-01-05,15,470736,6,7,2,4.0,152
C00270,43,Femenino,Técnica,Viudo,2034117.0,Biobío,2022-11-15,11,643076,4,9,1,3.0,68
C00271,59,Masculino,Media,Soltero,1618919.0,Metropolitana,2018-06-25,20,616889,10,3,0,2.0,348
C00272,24,Femenino,Técnica,Soltero,2874473.0,Biobío,2018-08-26,17,297723,5,11,3,1.0,197
C00273,55,Masculino,Universitaria,Divorciado,808217.0,Valparaíso,2021-01-27,12,1821303,8,8,2,,295
C00274,42,Femenino,Universitaria,Divorciado,1012292.0,Biobío,2025-12-28,20,2150409,10,6,4,5.0,32
C00275,30,Masculino,Técnica,Divorciado,1331721.0,Metropolitana,2023-06-01,15,3087375,10,9,1,2.0,108
C00276,47,Femenino,Universitaria,Casado,1605189.0,Metropolitana,2024-12-17,7,1592726,7,8,3,4.0,79
C00277,44,Masculino,Técnica,Casado,1089012.0,Biobío,2023-06-27,14,631023,6,10,1,3.0,259
C00278,34,Masculino,Técnica,Soltero,810170.0,Valparaíso,2022-03-18,13,624532,7,10,2,5.0,175
C00279,42,Femenino,Media,Divorciado,1784172.0,Biobío,2020-01-25,15,604181,5,8,0,3.0,15
C00280,37,Femenino,Universitaria,Soltero,1660024.0,Valparaíso,2024-03-08,8,2633303,5,9,1,,51
C00281,43,Femenino,Postgrado,Viudo,,Araucanía,2021-02-20,20,746418,9,7,0,3.0,107
C00282,49,Masculino,Universitaria,Viudo,2208405.0,Valparaíso,2021-11-12,19,1713256,1,5,0,3.0,210
C00283,61,Masculino,Técnica,Divorciado,2031777.0,Araucanía,2018-05-20,21,1635122,12,6,0,3.0,202
C00284,27,Masculino,Universitaria,Divorciado,1274756.0,Biobío,2019-06-25,15,896358,5,6,3,4.0,277
C00285,67,Femenino,,Viudo,,Valparaíso,2021-11-15,17,334831,11,10,2,4.0,218
C00286,18,Femenino,Universitaria,Divorciado,1539792.0,Araucanía,2018-09-27,12,756165,5,5,1,3.0,41
C00287,40,Masculino,Técnica,Casado,814285.0,Araucanía,2020-11-01,15,873747,9,14,1,2.0,259
C00288,49,Femenino,Técnica,Casado,1216327.0,Araucanía,2023-03-06,20,1722211,2,7,2,4.0,203
C00289,45,M,Técnica,Divorciado,455549.0,Metropolitana,2019-05-21,20,809394,7,5,1,5.0,336
C00290,34,Femenino,Universitaria,Viudo,,Biobío,2021-02-03,9,387396,5,8,0,,99
C00291,39,Masculino,Media,Soltero,594312.0,Araucanía,2023-09-11,16,1447159,2,5,1,4.0,149
C00292,36,Femenino,Universitaria,Divorciado,2360469.0,Valparaíso,2023-02-16,20,697907,14,8,0,3.0,105
C00293,34,Femenino,Media,Divorciado,1034344.0,Araucanía,2020-12-28,11,173722,2,5,0,4.0,203
C00294,52,Masculino,Universitaria,Soltero,1090974.0,Metropolitana,2020-03-23,13,972239,6,10,0,4.0,95
C00295,46,Masculino,Universitaria,Divorciado,904693.0,Biobío,2018-12-28,17,1080386,6,6,0,3.0,177
C00296,33,Otro,Universitaria,Soltero,1054117.0,Metropolitana,2021-12-27,18,482436,8,9,1,4.0,65
C00297,52,Femenino,Técnica,Viudo,2272000.0,Metropolitana,2020-07-17,13,712930,13,7,1,2.0,41
C00298,45,Femenino,Técnica,Casado,391726.0,Metropolitana,2018-04-10,20,1187068,6,3,0,2.0,224
C00299,51,Masculino,Media,Viudo,2131777.0,Valparaíso,2022-08-09,19,976214,4,6,3,1.0,67
C00300,49,Masculino,,Casado,1397146.0,Biobío,2023-08-19,13,313255,6,7,2,3.0,255
C00301,32,Femenino,Técnica,Soltero,,Biobío,2025-07-07,14,1697211,10,9,1,3.0,298
C00302,35,Femenino,Técnica,Casado,739656.0,Valparaíso,2020-11-18,17,2226998,7,6,1,,69
C00303,50,Femenino,Técnica,Viudo,2551543.0,Biobío,2024-11-14,12,589044,7,8,1,4.0,171
C00304,49,Masculino,Media,Casado,784148.0,Metropolitana,2020-07-09,14,254344,12,8,4,5.0,101
C00305,41,Femenino,Universitaria,Soltero,714132.0,Metropolitana,2024-09-03,17,1270644,8,7,2,3.0,140
C00306,43,Femenino,Media,Casado,2001932.0,Valparaíso,2019-09-24,13,534192,9,10,1,3.0,206
C00307,57,Femenino,Universitaria,Divorciado,1397479.0,Metropolitana,2019-11-13,9,1103101,9,15,2,5.0,320
C00308,34,Femenino,Técnica,Viudo,786828.0,Valparaíso,2024-01-14,12,2998639,10,8,1,4.0,364
C00309,48,Femenino,Media,Divorciado,1322868.0,Araucanía,2024-07-10,11,316343,6,9,1,4.0,307
C00310,39,Femenino,Técnica,Soltero,756337.0,Metropolitana,2024-04-26,17,496031,3,5,1,4.0,73
C00311,39,Femenino,Media,Casado,1969325.0,Metropolitana,2023-10-31,12,711890,8,2,1,4.0,60
C00312,55,Masculino,Técnica,Divorciado,1934673.0,Biobío,2020-01-24,13,1736485,6,3,3,2.0,336
C00313,51,Femenino,Universitaria,Divorciado,1524588.0,Metropolitana,2022-01-04,17,6754620,9,5,0,5.0,156
C00314,51,Masculino,Media,Casado,1412087.0,Valparaíso,2019-12-21,16,927843,8,9,0,2.0,124
C00315,57,Masculino,Universitaria,Casado,2650786.0,Biobío,2018-03-16,12,300449,9,7,0,3.0,14
C00316,42,Masculino,Media,Viudo,1199830.0,Araucanía,2021-07-17,14,650212,6,5,1,4.0,264
C00317,50,M,Media,Divorciado,705025.0,Valparaíso,2023-04-07,12,502549,4,10,3,4.0,27
C00318,38,Femenino,Universitaria,Divorciado,1469004.0,Araucanía,2025-04-27,15,1233440,5,14,0,5.0,245
C00319,45,Femenino,Técnica,Soltero,3068051.0,Araucanía,2018-03-03,22,1002991,6,6,1,1.0,50
C00320,40,Masculino,Media,Viudo,760088.0,Araucanía,2020-05-23,17,428171,7,9,1,4.0,187
C00321,43,Otro,Técnica,Soltero,1019857.0,Metropolitana,2018-11-16,19,485180,8,8,3,4.0,57
C00322,49,Masculino,Técnica,Divorciado,1447332.0,Valparaíso,2023-11-20,14,644566,8,4,0,3.0,259
C00323,32,Masculino,Universitaria,Soltero,1171241.0,Valparaíso,2021-12-23,13,692976,6,5,0,4.0,155
C00324,67,Masculino,Técnica,Divorciado,771271.0,Metropolitana,2020-05-23,12,780003,10,9,0,4.0,34
C00325,29,Femenino,Universitaria,Divorciado,,Biobío,2022-10-12,21,823806,5,8,0,4.0,26
C00326,27,Femenino,Universitaria,Soltero,3408730.0,Araucanía,2024-04-21,16,1678275,6,12,2,5.0,250
C00327,55,Masculino,Técnica,Soltero,1310725.0,Valparaíso,2022-04-05,14,630734,8,6,5,4.0,86
C00328,51,Masculino,Universitaria,Casado,,Metropolitana,2025-03-02,12,577363,5,12,2,5.0,160
C00329,49,Femenino,Técnica,Casado,597673.0,Araucanía,2018-04-22,17,358291,4,6,0,4.0,200
C00330,49,Masculino,Postgrado,Casado,1347715.0,Biobío,2019-04-06,13,699451,10,9,1,4.0,106
C00331,41,Femenino,Media,Divorciado,1972035.0,Biobío,2025-07-18,15,932929,1,4,2,5.0,275
C00332,31,Masculino,Universitaria,Soltero,1486087.0,Araucanía,2020-06-05,20,284335,7,8,0,3.0,289
C00333,42,Femenino,Técnica,Viudo,1198702.0,Biobío,2021-01-20,14,651419,12,12,1,5.0,258
C00334,33,Femenino,Técnica,Divorciado,920488.0,Valparaíso,2020-12-11,12,1604854,6,5,0,3.0,220
C00335,53,Masculino,Universitaria,Viudo,734069.0,Valparaíso,2019-06-04,16,1180384,9,5,1,5.0,15
C00336,40,Femenino,Universitaria,Soltero,,Valparaíso,2020-03-22,12,1000916,3,13,1,4.0,21
C00337,32,Masculino,Media,Divorciado,1810347.0,Biobío,2024-04-02,18,1161350,6,5,2,5.0,334
C00338,38,Masculino,Media,Viudo,598543.0,Valparaíso,2023-04-09,6,567016,7,5,2,5.0,59
C00339,46,Masculino,,Viudo,2454073.0,Metropolitana,2022-05-24,13,523459,8,7,1,4.0,360
C00340,35,Femenino,Universitaria,Casado,1553722.0,Valparaíso,2020-07-15,17,1716009,6,8,1,4.0,82
C00341,32,Femenino,Postgrado,Casado,2252721.0,Valparaíso,2019-07-11,26,1315267,7,4,1,4.0,118
C00342,44,Femenino,Universitaria,Casado,655972.0,Biobío,2025-05-20,11,511244,7,5,0,3.0,113
C00343,44,Otro,Postgrado,Divorciado,649015.0,Valparaíso,2024-03-31,15,259142,8,4,4,1.0,295
C00344,35,Masculino,Universitaria,Soltero,1122193.0,Araucanía,2020-11-21,18,517651,10,7,1,4.0,276
C00345,36,Masculino,Técnica,Soltero,1504671.0,Metropolitana,2019-08-02,9,1108465,7,7,0,4.0,257
C00346,44,Masculino,Media,Casado,2693075.0,Biobío,2019-06-26,13,538967,12,17,0,3.0,329
C00347,24,Masculino,Universitaria,Casado,1648815.0,Metropolitana,2023-12-02,15,975209,9,7,1,3.0,265
C00348,25,Masculino,Universitaria,Casado,1075854.0,Araucanía,05-11-2022,16,1875206,6,6,1,2.0,235
C00349,33,Femenino,Media,Viudo,756128.0,Biobío,2020-11-18,18,756570,6,9,0,3.0,51
C00350,39,Masculino,Técnica,Casado,2087196.0,Biobío,2025-05-14,15,920565,7,7,1,3.0,166
C00351,45,Femenino,Postgrado,Viudo,777403.0,Valparaíso,2019-04-19,16,1206590,11,7,2,3.0,231
C00352,59,Masculino,Técnica,Soltero,2497105.0,Metropolitana,2025-07-07,18,417949,11,14,2,3.0,221
C00353,52,Masculino,,Divorciado,1055852.0,Araucanía,2024-04-19,22,503096,6,9,2,4.0,271
C00354,40,Masculino,Técnica,Divorciado,2454893.0,Araucanía,2020-06-23,18,1236831,8,11,0,3.0,84
C00355,41,Femenino,Media,Divorciado,1628795.0,RM,2023-04-30,15,817942,6,6,1,5.0,230
C00356,29,Femenino,Técnica,Divorciado,,Valparaíso,2019-01-21,16,860631,3,4,0,4.0,297
C00357,41,Femenino,Técnica,Viudo,949892.0,Biobío,2018-03-03,15,816137,7,7,2,2.0,222
C00358,38,Femenino,Media,Viudo,1029335.0,Biobío,2019-05-30,13,1438833,8,8,0,3.0,154
C00359,45,Femenino,Universitaria,Casado,1455084.0,Biobío,2019-03-06,12,1039026,6,5,1,4.0,54
C00360,32,Masculino,,Viudo,1242396.0,Biobío,2019-08-03,19,1047229,6,5,4,1.0,119
C00361,48,Masculino,Universitaria,Casado,918610.0,Araucanía,2022-04-10,15,1665583,7,16,0,5.0,198
C00362,60,Femenino,Universitaria,Casado,1113810.0,Araucanía,2021-03-10,18,2097614,7,7,2,4.0,273
C00363,40,Femenino,Media,Divorciado,1243190.0,Biobío,2025-08-22,18,3074097,11,7,0,4.0,198
C00364,46,Femenino,Universitaria,Viudo,460423.0,Biobío,2021-08-16,20,565213,5,7,1,,128
C00365,50,Masculino,Técnica,Viudo,1474762.0,Valparaíso,2025-06-15,14,3520140,9,7,0,4.0,92
C00366,37,Femenino,,Casado,772168.0,Biobío,2024-06-16,16,414282,7,8,1,5.0,9
C00367,44,Masculino,Media,Casado,714138.0,Araucanía,2019-04-16,18,2554879,10,6,0,5.0,227
C00368,42,Femenino,,Soltero,561589.0,Metropolitana,2021-11-17,13,546883,6,9,2,5.0,46
C00369,43,Otro,Universitaria,Soltero,535298.0,Araucanía,2022-07-24,13,767583,6,4,1,5.0,134
C00370,32,Masculino,Técnica,Casado,652052.0,Valparaíso,2022-01-08,14,808966,7,6,1,3.0,16
C00371,42,Femenino,Media,Soltero,872198.0,Araucanía,2020-03-19,10,475529,8,12,0,3.0,215
C00372,47,Masculino,Universitaria,Soltero,2890091.0,Metropolitana,2018-06-21,15,842726,7,9,2,3.0,112
C00373,59,Femenino,Universitaria,Casado,947124.0,Biobío,2025-03-08,15,490491,9,4,2,5.0,343
C00374,53,Masculino,Técnica,Casado,1299928.0,Metropolitana,2018-01-31,10,381322,8,15,3,3.0,157
C00375,67,Femenino,Universitaria,Viudo,,Biobío,2018-02-16,21,781626,3,10,1,2.0,318
C00376,32,Masculino,Técnica,Casado,1272903.0,Santiago,2018-05-10,18,2076705,3,6,0,4.0,360
C00377,52,Masculino,Universitaria,Casado,1158900.0,Araucanía,2024-07-27,12,686907,10,10,3,3.0,296
C00378,44,Masculino,Media,Divorciado,700780.0,Araucanía,2020-09-04,15,1407012,7,11,0,4.0,198
C00379,68,Masculino,Universitaria,Viudo,2305364.0,Araucanía,2022-07-04,18,481647,8,14,2,5.0,58
C00380,32,Femenino,Técnica,Viudo,2706239.0,Valparaíso,2022-05-24,20,370378,10,5,1,4.0,78
C00381,31,Femenino,Técnica,Viudo,562775.0,Araucanía,2018-02-27,21,1050401,4,7,3,4.0,242
C00382,34,Femenino,Media,Divorciado,756924.0,Valparaíso,2021-02-03,15,2293832,9,5,2,4.0,99
C00383,18,Femenino,Media,Casado,1058028.0,Araucanía,2025-10-30,18,906856,11,6,0,4.0,6
C00384,35,Masculino,Técnica,Viudo,777462.0,Biobío,2021-09-15,20,1313696,7,13,0,,279
C00385,32,Femenino,Técnica,Viudo,1506826.0,Valparaíso,2020-02-07,9,1961934,7,14,1,4.0,318
C00386,43,Masculino,Universitaria,Soltero,,Metropolitana,2019-11-14,9,782656,6,9,3,1.0,212
C00387,46,Masculino,Media,Viudo,3179095.0,Valparaíso,2023-07-02,14,730240,6,6,2,4.0,273
C00388,64,Masculino,Técnica,Casado,2050468.0,Valparaíso,2024-05-22,26,1061952,6,10,3,4.0,84
C00389,53,Femenino,Técnica,Casado,1320459.0,Metropolitana,2022-11-26,20,1181598,6,12,1,3.0,112
C00390,35,Masculino,Media,Soltero,1904968.0,Valparaíso,2022-01-17,16,345580,7,13,1,4.0,198
C00391,31,Masculino,Media,Viudo,1973831.0,Biobío,2020-06-04,16,955320,9,5,1,4.0,360
C00392,47,Femenino,Técnica,Viudo,931038.0,Araucanía,2019-02-01,18,-15000,6,4,0,,28
C00393,26,FEMENINO,Técnica,Viudo,831124.0,Metropolitana,2022-03-19,21,498149,9,8,3,3.0,141
C00394,63,Masculino,Técnica,Divorciado,1242947.0,Araucanía,2023-09-05,10,767183,3,11,4,4.0,173
C00395,56,Femenino,Técnica,Viudo,1768369.0,Biobío,2018-11-09,17,397588,9,9,2,4.0,20
C00396,36,Femenino,Técnica,Casado,1277491.0,Metropolitana,2023-12-14,7,323130,8,9,1,4.0,117
C00397,21,Femenino,Media,Casado,590180.0,Araucanía,2022-05-08,15,832739,7,12,0,4.0,54
C00398,58,Femenino,Técnica,Divorciado,836148.0,Araucanía,2021-05-06,13,1374517,10,7,1,4.0,227
C00399,40,Femenino,Postgrado,Divorciado,,Biobío,2020-03-21,16,649522,7,8,2,5.0,109
C00400,56,Femenino,Técnica,Viudo,1159828.0,Araucanía,2024-02-14,19,449517,5,8,3,3.0,231
C00401,22,Femenino,Universitaria,Soltero,2915279.0,Biobío,2025-07-08,19,493455,8,4,1,5.0,320
C00402,34,Femenino,Técnica,Divorciado,643152.0,Valparaíso,2025-10-28,13,1112070,8,7,1,4.0,308
C00403,42,Masculino,Universitaria,Divorciado,1506571.0,Biobío,2025-07-26,8,2175563,8,7,1,4.0,229
C00404,42,Masculino,Universitaria,Viudo,,Valparaíso,2023-07-26,14,1270143,11,13,0,4.0,299
C00405,36,Masculino,Técnica,Viudo,,Metropolitana,2022-02-16,21,1746007,7,7,0,3.0,87
C00406,49,Femenino,Postgrado,Divorciado,,Araucanía,2019-03-26,10,426681,5,9,0,4.0,274
C00407,29,Femenino,Media,Soltero,1497002.0,Biobío,2025-01-14,17,765289,11,7,1,3.0,228
C00408,40,Femenino,Media,Divorciado,1550711.0,Biobío,2023-03-10,17,1474134,10,10,1,3.0,340
C00409,43,Femenino,Universitaria,Viudo,1310342.0,Araucanía,2021-10-09,15,345538,11,7,0,4.0,310
C00410,48,Femenino,Universitaria,Viudo,1147793.0,Araucanía,2025-05-29,23,538931,11,11,1,3.0,316
C00411,50,Masculino,Media,Divorciado,1460108.0,Metropolitana,2019-08-20,15,1407855,9,5,1,3.0,71
C00412,28,Hombre,Técnica,Soltero,,Metropolitana,2023-11-18,17,934178,7,10,1,5.0,228
C00413,23,Masculino,Media,Divorciado,1631097.0,Biobío,2019-09-08,21,448336,8,10,0,5.0,113
C00414,57,Masculino,Técnica,Divorciado,1270107.0,Metropolitana,2020-08-05,19,300701,5,6,1,4.0,293
C00415,45,Femenino,Universitaria,Viudo,1085681.0,Valparaíso,2022-05-01,12,1784691,3,9,4,5.0,305
C00416,33,Femenino,Técnica,Soltero,3014426.0,Metropolitana,2019-07-10,17,233359,7,10,1,5.0,291
C00417,60,Masculino,Técnica,Casado,885680.0,Metropolitana,2018-10-05,12,1169169,3,10,2,4.0,105
C00418,43,Femenino,Técnica,Soltero,1000937.0,Biobío,05-11-2022,15,581019,4,5,0,5.0,291
C00419,56,Femenino,Media,Divorciado,2940326.0,Valparaíso,2019-05-06,10,1499448,9,13,4,3.0,9
C00420,42,Otro,Técnica,Divorciado,825219.0,Metropolitana,2018-09-12,18,428085,6,6,2,4.0,165
C00421,66,Femenino,Universitaria,Divorciado,,Valparaíso,2024-08-25,10,3841011,8,6,0,2.0,60
C00422,63,Masculino,Postgrado,Soltero,1123175.0,Valparaíso,2020-06-10,20,1018403,7,6,2,4.0,312
C00423,39,Otro,,Viudo,1751814.0,Valparaíso,2019-06-26,16,1124229,9,8,3,5.0,106
C00424,53,Femenino,Media,Divorciado,1317627.0,Araucanía,2021-07-11,18,503097,6,7,1,4.0,111
C00425,49,Femenino,Universitaria,Divorciado,670749.0,Araucanía,2022-06-22,12,738472,8,10,2,4.0,89
C00426,58,Femenino,Universitaria,Soltero,944448.0,Araucanía,2020-04-04,16,750051,9,8,0,5.0,268
C00427,30,Femenino,Universitaria,Casado,913028.0,Araucanía,2021-09-14,11,2350192,2,8,2,5.0,230
C00428,50,Femenino,Técnica,Casado,1159016.0,Biobío,2018-10-08,10,1017351,10,5,0,2.0,327
C00429,54,Masculino,Técnica,Viudo,1453466.0,Metropolitana,2021-07-22,19,1108662,5,8,0,5.0,71
C00430,20,Femenino,Técnica,Viudo,,Araucanía,2020-02-12,14,1101249,10,9,1,3.0,119
C00431,27,Femenino,Media,Divorciado,,Metropolitana,2025-11-30,10,1166517,9,4,0,4.0,351
C00432,18,Otro,Media,Soltero,1936912.0,Metropolitana,2025-07-29,17,347560,8,11,0,3.0,306
C00433,38,Masculino,Media,Divorciado,1344439.0,Araucanía,24/11/2018,16,2735781,5,10,1,2.0,103
C00434,50,Masculino,Técnica,Viudo,2237504.0,Metropolitana,2024-03-08,17,472538,6,12,1,3.0,202
C00435,60,Femenino,Universitaria,Soltero,1465520.0,Araucanía,2025-08-06,18,781776,12,4,1,4.0,23
C00436,42,Masculino,Técnica,Soltero,1969770.0,Biobío,2020-07-11,12,2005204,7,12,0,4.0,90
C00437,61,Masculino,Media,Viudo,1480332.0,Valparaíso,2019-07-06,17,2553925,8,11,0,2.0,93
C00438,25,Femenino,Postgrado,Casado,2199264.0,Valparaíso,2023-09-05,11,1297486,8,11,3,5.0,264
C00439,21,Femenino,Universitaria,Casado,1517909.0,Metropolitana,2023-09-06,15,590987,7,9,2,5.0,285
C00440,41,Masculino,Universitaria,Soltero,1148273.0,Biobío,2019-12-03,17,863723,9,10,1,4.0,171
C00441,46,Femenino,Postgrado,Divorciado,3336482.0,Valparaíso,2023-04-04,12,884296,3,6,2,4.0,309
C00442,41,Femenino,Técnica,Casado,1790309.0,Araucanía,2025-06-22,12,903292,5,6,1,4.0,221
C00443,18,Femenino,Postgrado,Divorciado,1553493.0,Santiago,2024-09-26,10,382443,10,13,2,1.0,24
C00444,40,Femenino,Media,Casado,675693.0,Metropolitana,2018-06-16,12,1703904,5,11,2,3.0,202
C00445,26,Masculino,Técnica,Casado,,Metropolitana,2018-06-18,17,867282,0,9,1,5.0,124
C00446,50,Masculino,Media,Divorciado,25000000.0,Biobío,2018-08-17,16,518676,11,6,0,1.0,142
C00447,46,Masculino,,Viudo,1281211.0,Santiago,2023-06-26,18,593226,11,7,2,5.0,52
C00448,30,Femenino,Media,Casado,,Valparaíso,2019-01-02,11,940603,8,7,0,2.0,70
C00449,35,Femenino,Universitaria,Casado,1278597.0,Valparaíso,2019-06-12,16,344766,6,9,0,2.0,260
C00450,29,Femenino,Universitaria,Divorciado,2452734.0,Valparaíso,2020-03-01,19,1355157,7,5,2,3.0,186
C00451,41,Femenino,Técnica,Viudo,1640912.0,Valparaíso,2019-06-08,13,920990,7,8,2,4.0,207
C00452,53,Femenino,Media,Casado,718110.0,Biobío,2020-12-31,10,2046784,10,11,1,4.0,293
C00453,30,Masculino,Universitaria,Casado,1141271.0,Araucanía,2022-07-27,15,838120,4,7,1,2.0,304
C00454,48,Femenino,Universitaria,Viudo,835342.0,RM,2023-11-24,15,417152,8,8,0,4.0,39
C00455,35,Masculino,Técnica,Casado,1007887.0,Biobío,2025-08-11,13,389915,7,4,1,5.0,348
C00456,32,Femenino,Universitaria,Viudo,-500000.0,Metropolitana,2023-03-24,9,632821,5,10,1,4.0,66
C00457,40,Femenino,Técnica,Viudo,,Araucanía,2021-07-29,13,674295,11,8,2,2.0,13
C00458,29,M,Técnica,Divorciado,,RM,2018-05-13,13,569212,7,8,2,2.0,194
C00459,35,Masculino,Universitaria,Soltero,1133009.0,Araucanía,2025-01-25,20,864109,6,10,1,4.0,316
C00460,27,Masculino,Técnica,Viudo,932438.0,Metropolitana,2024-05-05,11,560610,8,9,0,4.0,288
C00461,65,Masculino,Técnica,Divorciado,321123.0,Biobío,2025-06-13,16,931815,8,6,0,5.0,133
C00462,42,Femenino,Universitaria,Soltero,,Valparaíso,2022-07-01,11,585357,4,13,1,4.0,195
C00463,33,Femenino,Universitaria,Casado,1958674.0,Metropolitana,2025-10-09,10,1168684,6,13,1,2.0,322
C00464,44,Masculino,Media,Soltero,1013070.0,Valparaíso,04/03/2023,15,664179,4,11,1,4.0,78
C00465,40,Femenino,,Viudo,1210205.0,Metropolitana,2022-11-06,17,1689749,8,8,0,4.0,250
C00466,39,Masculino,Media,Viudo,708274.0,Metropolitana,2018-01-18,11,1183212,8,6,0,3.0,232
C00467,120,Femenino,Universitaria,Viudo,2573834.0,Metropolitana,2022-11-13,15,898532,4,5,2,5.0,180
C00468,51,Femenino,Técnica,Viudo,2818208.0,Metropolitana,2018-04-27,21,706275,7,5,4,4.0,177
C00469,35,Femenino,,Viudo,1287669.0,Metropolitana,2020-03-08,14,321566,5,7,0,4.0,29
C00470,35,Femenino,Postgrado,Divorciado,1902008.0,Valparaíso,2025-02-11,11,1868219,6,8,1,3.0,166
C00471,38,Masculino,Técnica,Viudo,1298488.0,Metropolitana,2022-09-08,14,531735,5,7,1,3.0,326
C00472,18,Femenino,Media,Divorciado,657569.0,Valparaíso,2020-01-23,15,844758,5,9,0,4.0,226
C00473,23,Femenino,Técnica,Casado,997005.0,Biobío,2024-10-05,25,983280,8,7,0,4.0,136
C00474,58,Femenino,Universitaria,Viudo,1273398.0,Araucanía,2021-10-24,16,716590,4,7,3,1.0,187
C00475,61,Femenino,Media,Viudo,978020.0,Metropolitana,2025-05-17,21,1803297,7,10,1,3.0,55
C00476,39,Masculino,Técnica,Soltero,1087550.0,Araucanía,2025-02-18,19,384440,7,5,1,4.0,2
C00477,48,Masculino,Universitaria,Casado,1151645.0,Valparaíso,2023-09-29,12,2264190,10,8,3,5.0,319
C00478,45,femenino,Técnica,Viudo,1157110.0,Biobío,2019-11-09,13,1196967,7,9,2,3.0,17
C00479,78,Masculino,Técnica,Viudo,1228554.0,Biobío,2018-04-16,16,690046,5,11,1,4.0,59
C00480,55,Femenino,Técnica,Casado,744568.0,Biobío,2019-10-20,20,694695,10,9,2,3.0,88
C00481,40,Masculino,Media,Divorciado,869066.0,Araucanía,2023-05-01,15,211562,9,8,0,4.0,223
C00482,30,Femenino,Media,Viudo,,Valparaíso,2021-12-19,9,480906,4,8,0,4.0,272
C00483,22,Femenino,Técnica,Soltero,1863280.0,Metropolitana,2020-12-31,18,646950,9,5,1,2.0,58
C00484,44,Masculino,Media,Viudo,465231.0,Metropolitana,14/09/2020,18,889157,4,6,0,4.0,192
C00485,32,Femenino,Media,Soltero,,Valparaíso,2025-11-29,22,1703364,7,10,0,3.0,50
C00486,24,Masculino,Universitaria,Soltero,2239334.0,Araucanía,2022-12-14,17,2716607,4,14,0,3.0,213
C00487,34,Femenino,Postgrado,Viudo,1047430.0,Metropolitana,2022-11-18,12,941968,11,7,2,4.0,230
C00488,29,Masculino,Universitaria,Viudo,371914.0,Valparaíso,2019-03-22,16,905038,7,8,0,4.0,154
C00489,62,Masculino,Universitaria,Soltero,1019927.0,Metropolitana,2023-05-03,14,596095,5,9,2,4.0,273
C00490,52,Masculino,Media,Casado,1165836.0,Biobío,2023-10-19,27,285874,4,5,0,2.0,46
